37.139.53.88 - - [01/May/2024:06:48:56 -0700] "GET / HTTP/1.0" 200 89568 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:02 -0700] "GET /index.php?p= HTTP/1.1" 301 247 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729; rv:11.0) like Gecko"
173.239.236.3 - - [26/May/2024:15:15:02 -0700] "GET /c.php?p= HTTP/1.1" 301 243 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:79.0) Gecko/20100101 Firefox/79.0"
173.239.236.3 - - [26/May/2024:15:15:02 -0700] "GET /xmrlpc.php?p= HTTP/1.1" 301 248 "-" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:79.0) Gecko/20100101 Firefox/79.0"
173.239.236.3 - - [26/May/2024:15:15:03 -0700] "GET /x.php?p= HTTP/1.1" 301 243 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:03 -0700] "GET /log.php?p= HTTP/1.1" 301 245 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0"
173.239.236.3 - - [26/May/2024:15:15:03 -0700] "GET /alfanew.PhP7 HTTP/1.1" 301 247 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0"
173.239.236.3 - - [26/May/2024:15:15:03 -0700] "GET /input.php?p= HTTP/1.1" 301 247 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3"
173.239.236.3 - - [26/May/2024:15:15:03 -0700] "GET /wp-links.php HTTP/1.1" 301 247 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:04 -0700] "GET /admin.php?p= HTTP/1.1" 301 247 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:71.0) Gecko/20100101 Firefox/71.0"
173.239.236.3 - - [26/May/2024:15:15:04 -0700] "GET /install.php?p= HTTP/1.1" 301 249 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0"
173.239.236.3 - - [26/May/2024:15:15:04 -0700] "GET /wp-configs.php HTTP/1.1" 301 249 "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)"
173.239.236.3 - - [26/May/2024:15:15:04 -0700] "GET /wp-links.php?p= HTTP/1.1" 301 250 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 OPR/70.0.3728.95"
173.239.236.3 - - [26/May/2024:15:15:04 -0700] "GET /checkbox.php HTTP/1.1" 301 247 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.88 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:05 -0700] "GET /ynz.php HTTP/1.1" 301 242 "-" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:79.0) Gecko/20100101 Firefox/79.0"
173.239.236.3 - - [26/May/2024:15:15:05 -0700] "GET /ynz.PhP7 HTTP/1.1" 301 243 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0"
173.239.236.3 - - [26/May/2024:15:15:05 -0700] "GET /alfa-rex.PhP7 HTTP/1.1" 301 248 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.157 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:05 -0700] "GET /ern.PhP7 HTTP/1.1" 301 243 "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)"
173.239.236.3 - - [26/May/2024:15:15:05 -0700] "GET /aged.php HTTP/1.1" 301 243 "-" "Mozilla/5.0 (X11; Linux i686; rv:79.0) Gecko/20100101 Firefox/79.0"
173.239.236.3 - - [26/May/2024:15:15:06 -0700] "GET /wp-admin/css/colors/coffee/index.php HTTP/1.1" 301 271 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:06 -0700] "GET /wp-apxupx.php?apx=upx/wp-content/uploads/wp-apxupx.php?apx=upx HTTP/1.1" 301 299 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:06 -0700] "GET /wp-content/plugins/wp-apxupx.php?apx=upx/wp-includes/wp-apxupx.php?apx=upx HTTP/1.1" 301 311 "-" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:79.0) Gecko/20100101 Firefox/79.0"
173.239.236.3 - - [26/May/2024:15:15:06 -0700] "GET /erin1.PhP7 HTTP/1.1" 301 245 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:07 -0700] "GET /db.php?u HTTP/1.1" 301 243 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 OPR/70.0.3728.95"
173.239.236.3 - - [26/May/2024:15:15:07 -0700] "GET /luck.php HTTP/1.1" 301 243 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:07 -0700] "GET /fm.php?xsec=blocker HTTP/1.1" 301 254 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 OPR/70.0.3728.95"
173.239.236.3 - - [26/May/2024:15:15:07 -0700] "GET /class-wp-widget-media-images.php HTTP/1.1" 301 267 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:07 -0700] "GET /index.php.suspected HTTP/1.1" 301 254 "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)"
173.239.236.3 - - [26/May/2024:15:15:08 -0700] "GET /wp-pdmx.php HTTP/1.1" 301 246 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:08 -0700] "GET /simple.php HTTP/1.1" 301 245 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0"
173.239.236.3 - - [26/May/2024:15:15:08 -0700] "GET /r3x.php HTTP/1.1" 301 242 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:08 -0700] "GET /locale-meta.php HTTP/1.1" 301 250 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:08 -0700] "GET /vv.php HTTP/1.1" 301 241 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0"
173.239.236.3 - - [26/May/2024:15:15:09 -0700] "GET /unix.php HTTP/1.1" 301 243 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:71.0) Gecko/20100101 Firefox/71.0"
173.239.236.3 - - [26/May/2024:15:15:09 -0700] "GET /dialog.php HTTP/1.1" 301 245 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 OPR/70.0.3728.95"
173.239.236.3 - - [26/May/2024:15:15:09 -0700] "GET /baja.php HTTP/1.1" 301 243 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:10 -0700] "GET /32.php HTTP/1.1" 301 241 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:10 -0700] "GET /wp-example.php HTTP/1.1" 301 249 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 OPR/70.0.3728.95"
173.239.236.3 - - [26/May/2024:15:15:10 -0700] "GET /wp-max.php HTTP/1.1" 301 245 "-" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:79.0) Gecko/20100101 Firefox/79.0"
173.239.236.3 - - [26/May/2024:15:15:10 -0700] "GET /bentwoods.php HTTP/1.1" 301 248 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:76.0) Gecko/20100101 Firefox/76.0"
173.239.236.3 - - [26/May/2024:15:15:10 -0700] "GET /wp-elp.php HTTP/1.1" 301 245 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:11 -0700] "GET /1234.php HTTP/1.1" 301 243 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:11 -0700] "GET /rin.php HTTP/1.1" 301 242 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0"
173.239.236.3 - - [26/May/2024:15:15:11 -0700] "GET /wp-content/plugins/3asba/file.php HTTP/1.1" 301 268 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 OPR/70.0.3728.95"
173.239.236.3 - - [26/May/2024:15:15:11 -0700] "GET /wp-content/plugins/revslider/includes/external/page/ax7ges.php HTTP/1.1" 301 297 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729; rv:11.0) like Gecko"
173.239.236.3 - - [26/May/2024:15:15:11 -0700] "GET /wp-content/plugins/classic-editor/ax7ges.php HTTP/1.1" 301 279 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 OPR/70.0.3728.95"
173.239.236.3 - - [26/May/2024:15:15:12 -0700] "GET /wp-content/plugins/WordPressCore/fm.php HTTP/1.1" 301 274 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 OPR/70.0.3728.95"
173.239.236.3 - - [26/May/2024:15:15:12 -0700] "GET /wp-content/plugins/custom/issue.php HTTP/1.1" 301 270 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3"
173.239.236.3 - - [26/May/2024:15:15:12 -0700] "GET /wp-content/plugins/linkpreview/db.php?u HTTP/1.1" 301 274 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:12 -0700] "GET /wp-content/themes/seotheme/db.php?u HTTP/1.1" 301 270 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:79.0) Gecko/20100101 Firefox/79.0"
173.239.236.3 - - [26/May/2024:15:15:12 -0700] "GET /old-icea-data/wp-content/themes/twentytwenty/inc/wp-blog.php HTTP/1.1" 301 295 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:79.0) Gecko/20100101 Firefox/79.0"
173.239.236.3 - - [26/May/2024:15:15:13 -0700] "GET /temp/wp-content/themes/twentytwentyone/template-parts/wp-blog.php HTTP/1.1" 301 300 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:13 -0700] "GET /wp-content/themes/creativo/functions/js/wp-blog.php HTTP/1.1" 301 286 "-" "Mozilla/5.0 (X11; Linux i686; rv:79.0) Gecko/20100101 Firefox/79.0"
173.239.236.3 - - [26/May/2024:15:15:13 -0700] "GET /priv.php HTTP/1.1" 301 243 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 OPR/70.0.3728.95"
173.239.236.3 - - [26/May/2024:15:15:13 -0700] "GET /sdr.php HTTP/1.1" 301 242 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 OPR/70.0.3728.95"
173.239.236.3 - - [26/May/2024:15:15:13 -0700] "GET /wp-cli.php HTTP/1.1" 301 245 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:14 -0700] "GET /wp-error.php?p= HTTP/1.1" 301 250 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 OPR/70.0.3728.95"
173.239.236.3 - - [26/May/2024:15:15:14 -0700] "GET /wp-mar.php HTTP/1.1" 301 245 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0"
173.239.236.3 - - [26/May/2024:15:15:14 -0700] "GET /localization.php HTTP/1.1" 301 251 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 OPR/70.0.3728.95"
173.239.236.3 - - [26/May/2024:15:15:14 -0700] "GET /rendixd.php HTTP/1.1" 301 246 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:14 -0700] "GET /ld.php HTTP/1.1" 301 241 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:79.0) Gecko/20100101 Firefox/79.0"
173.239.236.3 - - [26/May/2024:15:15:15 -0700] "GET /sss.php?p= HTTP/1.1" 301 245 "-" "Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:15 -0700] "GET /iqb.php HTTP/1.1" 301 242 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:15 -0700] "GET /wp-ver.php HTTP/1.1" 301 245 "-" "Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:15 -0700] "GET /1233.php HTTP/1.1" 301 243 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:15 -0700] "GET /wp-ss.php?p= HTTP/1.1" 301 247 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:16 -0700] "GET /.well-known/mini.php HTTP/1.1" 404 218 "-" "Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:16 -0700] "GET /vendor/phpunit/phpunit/src/Util/PHP/a.php HTTP/1.1" 301 276 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:16 -0700] "GET /.well-known/about.php.suspected HTTP/1.1" 404 229 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:16 -0700] "GET /wp-includes/defaults.php HTTP/1.1" 301 259 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3"
173.239.236.3 - - [26/May/2024:15:15:16 -0700] "GET /wp-includes/ID3/getid.php HTTP/1.1" 301 260 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:75.0) Gecko/20100101 Firefox/75.0"
173.239.236.3 - - [26/May/2024:15:15:17 -0700] "GET /.well-known/pki-validation/403.php HTTP/1.1" 404 232 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:17 -0700] "GET /wp-content/about.php?p= HTTP/1.1" 301 258 "-" "Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:17 -0700] "GET /options-privacy.php HTTP/1.1" 301 254 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:17 -0700] "GET /site-health.php HTTP/1.1" 301 250 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
173.239.236.3 - - [26/May/2024:15:15:17 -0700] "GET /update-core.php HTTP/1.1" 301 250 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
173.239.236.18 - - [26/May/2024:15:15:18 -0700] "GET /libraries/vendor/updates.php HTTP/1.1" 301 263 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
173.239.236.18 - - [26/May/2024:15:15:18 -0700] "GET /libraries/phpmailer/updates.php HTTP/1.1" 301 266 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.88 Safari/537.36"
173.239.236.18 - - [26/May/2024:15:15:18 -0700] "GET /libraries/legacy/updates.php HTTP/1.1" 301 263 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0"
173.239.236.18 - - [26/May/2024:15:15:18 -0700] "GET /wp-admin/includes/cloud.php HTTP/1.1" 301 262 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
173.239.236.18 - - [26/May/2024:15:15:19 -0700] "GET /wp-admin/css/colors/cloud.php HTTP/1.1" 301 264 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36"
173.239.236.18 - - [26/May/2024:15:15:19 -0700] "GET /wp-admin/js/widgets/cloud.php HTTP/1.1" 301 264 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
173.239.236.18 - - [26/May/2024:15:15:19 -0700] "GET /wp-admin/options.php HTTP/1.1" 301 255 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
173.239.236.18 - - [26/May/2024:15:15:19 -0700] "GET /MARIJUANA.php HTTP/1.1" 301 248 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 OPR/70.0.3728.95"
173.239.236.18 - - [26/May/2024:15:15:19 -0700] "GET /1975.php?shell=1975 HTTP/1.1" 301 254 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729; rv:11.0) like Gecko"
173.239.236.18 - - [26/May/2024:15:15:20 -0700] "GET /wp-admins.php HTTP/1.1" 301 248 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 OPR/70.0.3728.95"
173.239.236.18 - - [26/May/2024:15:15:20 -0700] "GET /wp-config.php HTTP/1.1" 301 248 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3"
173.239.236.18 - - [26/May/2024:15:15:20 -0700] "GET /shellv3.php HTTP/1.1" 301 246 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:73.0) Gecko/20100101 Firefox/73.0"
173.239.236.18 - - [26/May/2024:15:15:20 -0700] "GET /wp-content/themes/plugins.php HTTP/1.1" 301 264 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3"
173.239.236.18 - - [26/May/2024:15:15:20 -0700] "GET /.well-known/pki-validation/file.php HTTP/1.1" 404 233 "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)"
173.239.236.18 - - [26/May/2024:15:15:21 -0700] "GET /wp-content/upgrade/edit-links.php HTTP/1.1" 301 268 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"
173.239.236.18 - - [26/May/2024:15:15:21 -0700] "GET /wp-includes/class-wp-cache.php HTTP/1.1" 301 265 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
173.239.236.18 - - [26/May/2024:15:15:21 -0700] "GET /wp-includes/IXR/install.php HTTP/1.1" 301 262 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36"
173.239.236.18 - - [26/May/2024:15:15:21 -0700] "GET /wp-includes/mani.php HTTP/1.1" 301 255 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 OPR/70.0.3728.95"
173.239.236.18 - - [26/May/2024:15:15:21 -0700] "GET /wp-includes/Text/atomlib.php HTTP/1.1" 301 263 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
173.239.236.18 - - [26/May/2024:15:15:22 -0700] "GET /.well-known/pki-validation/phplogin.php HTTP/1.1" 404 237 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36"
173.239.236.18 - - [26/May/2024:15:15:22 -0700] "GET /ALFA_DATA/alfacgiapi/shell.php HTTP/1.1" 301 265 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
173.239.236.18 - - [26/May/2024:15:15:22 -0700] "GET /wp-includes/c22.php HTTP/1.1" 301 254 "-" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:79.0) Gecko/20100101 Firefox/79.0"
173.239.236.18 - - [26/May/2024:15:15:22 -0700] "GET /wp-content/uploads/407.php HTTP/1.1" 301 261 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:71.0) Gecko/20100101 Firefox/71.0"
173.239.236.18 - - [26/May/2024:15:15:23 -0700] "GET /wp-includes/ms-controller.php HTTP/1.1" 301 264 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 OPR/70.0.3728.95"
173.239.236.18 - - [26/May/2024:15:15:23 -0700] "GET /wp-includes/pomo/wp-custom-css-js.php HTTP/1.1" 301 272 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.157 Safari/537.36"
173.239.236.18 - - [26/May/2024:15:15:23 -0700] "GET /ccx/index.php HTTP/1.1" 301 248 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 OPR/70.0.3728.95"
173.239.236.18 - - [26/May/2024:15:15:23 -0700] "GET /wp-content/index.php?p= HTTP/1.1" 301 258 "-" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:79.0) Gecko/20100101 Firefox/79.0"
173.239.236.18 - - [26/May/2024:15:15:23 -0700] "GET /wp-content/plugins/index.php?p= HTTP/1.1" 301 266 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36"
173.239.236.18 - - [26/May/2024:15:15:24 -0700] "GET /wp-content/install.php?p= HTTP/1.1" 301 260 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3"
173.239.236.18 - - [26/May/2024:15:15:24 -0700] "GET /.well-known/index.php?p= HTTP/1.1" 404 219 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"
